"Sr.No","Memo ID","Service Centre","Dealership","OEM","Region","State","City","Machine","Date of Memo","Due Date","TotalAmount","Month","Status"
286,"AM/BV/648","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:53 AM","09/01/2023 09:53 AM","88500.00","September","PENDING"
287,"AM/BV/647","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:53 AM","09/01/2023 09:53 AM","88500.00","September","PENDING"
288,"AM/BV/646","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:53 AM","09/01/2023 09:53 AM","70800.00","September","PENDING"
289,"AM/BV/645","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:52 AM","09/01/2023 09:52 AM","88500.00","September","PENDING"
290,"AM/BV/644","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:52 AM","09/01/2023 09:52 AM","88500.00","September","PENDING"
291,"AM/BV/643","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:52 AM","09/01/2023 09:52 AM","70800.00","September","PENDING"
292,"AM/BV/642","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:51 AM","09/01/2023 09:51 AM","88500.00","September","PENDING"
293,"AM/BV/641","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:51 AM","09/01/2023 09:51 AM","88500.00","September","PENDING"
294,"AM/BV/640","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:51 AM","09/01/2023 09:51 AM","70800.00","September","PENDING"
295,"AM/BV/639","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:50 AM","09/01/2023 09:50 AM","88500.00","September","PENDING"
296,"AM/BV/638","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:50 AM","09/01/2023 09:50 AM","88500.00","September","PENDING"
297,"AM/BV/637","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:50 AM","09/01/2023 09:50 AM","70800.00","September","PENDING"
298,"AM/BV/636","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:49 AM","09/01/2023 09:49 AM","88500.00","September","PENDING"
299,"AM/BV/635","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:49 AM","09/01/2023 09:49 AM","88500.00","September","PENDING"
300,"AM/BV/634","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:49 AM","09/01/2023 09:49 AM","70800.00","September","PENDING"
301,"AM/BV/633","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:48 AM","09/01/2023 09:48 AM","88500.00","September","PENDING"
302,"AM/BV/632","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:48 AM","09/01/2023 09:48 AM","88500.00","September","PENDING"
303,"AM/BV/631","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:48 AM","09/01/2023 09:48 AM","70800.00","September","PENDING"
304,"AM/BV/630","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:47 AM","09/01/2023 09:47 AM","88500.00","September","PENDING"
305,"AM/BV/629","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:47 AM","09/01/2023 09:47 AM","88500.00","September","PENDING"
306,"AM/BV/628","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:47 AM","09/01/2023 09:47 AM","70800.00","September","PENDING"
307,"AM/BV/627","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:46 AM","09/01/2023 09:46 AM","88500.00","September","PENDING"
308,"AM/BV/626","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:46 AM","09/01/2023 09:46 AM","88500.00","September","PENDING"
309,"AM/BV/625","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:46 AM","09/01/2023 09:46 AM","70800.00","September","PENDING"
310,"AM/BV/624","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:45 AM","09/01/2023 09:45 AM","88500.00","September","PENDING"
311,"AM/BV/623","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:45 AM","09/01/2023 09:45 AM","88500.00","September","PENDING"
312,"AM/BV/622","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:45 AM","09/01/2023 09:45 AM","70800.00","September","PENDING"
313,"AM/BV/621","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:44 AM","09/01/2023 09:44 AM","88500.00","September","PENDING"
314,"AM/BV/620","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:44 AM","09/01/2023 09:44 AM","88500.00","September","PENDING"
315,"AM/BV/619","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:44 AM","09/01/2023 09:44 AM","70800.00","September","PENDING"
316,"AM/BV/618","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:43 AM","09/01/2023 09:43 AM","88500.00","September","PENDING"
317,"AM/BV/617","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:43 AM","09/01/2023 09:43 AM","88500.00","September","PENDING"
318,"AM/BV/616","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:43 AM","09/01/2023 09:43 AM","70800.00","September","PENDING"
319,"AM/BV/615","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:42 AM","09/01/2023 09:42 AM","88500.00","September","PENDING"
320,"AM/BV/614","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:42 AM","09/01/2023 09:42 AM","88500.00","September","PENDING"
321,"AM/BV/613","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:42 AM","09/01/2023 09:42 AM","70800.00","September","PENDING"
322,"AM/BV/612","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:41 AM","09/01/2023 09:41 AM","88500.00","September","PENDING"
323,"AM/BV/611","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:41 AM","09/01/2023 09:41 AM","88500.00","September","PENDING"
324,"AM/BV/610","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:41 AM","09/01/2023 09:41 AM","70800.00","September","PENDING"
325,"AM/BV/609","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:40 AM","09/01/2023 09:40 AM","88500.00","September","PENDING"
326,"AM/BV/608","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:40 AM","09/01/2023 09:40 AM","88500.00","September","PENDING"
327,"AM/BV/607","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:40 AM","09/01/2023 09:40 AM","70800.00","September","PENDING"
328,"AM/BV/606","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:39 AM","09/01/2023 09:39 AM","88500.00","September","PENDING"
329,"AM/BV/605","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:39 AM","09/01/2023 09:39 AM","88500.00","September","PENDING"
330,"AM/BV/604","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:39 AM","09/01/2023 09:39 AM","70800.00","September","PENDING"
331,"AM/BV/603","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:38 AM","09/01/2023 09:38 AM","88500.00","September","PENDING"
332,"AM/BV/602","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:38 AM","09/01/2023 09:38 AM","88500.00","September","PENDING"
333,"AM/BV/601","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:38 AM","09/01/2023 09:38 AM","70800.00","September","PENDING"
334,"AM/BV/600","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:37 AM","09/01/2023 09:37 AM","88500.00","September","PENDING"
335,"AM/BV/599","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:37 AM","09/01/2023 09:37 AM","88500.00","September","PENDING"
336,"AM/BV/598","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:37 AM","09/01/2023 09:37 AM","70800.00","September","PENDING"
337,"AM/BV/597","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:36 AM","09/01/2023 09:36 AM","88500.00","September","PENDING"
338,"AM/BV/596","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:36 AM","09/01/2023 09:36 AM","88500.00","September","PENDING"
339,"AM/BV/595","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:36 AM","09/01/2023 09:36 AM","70800.00","September","PENDING"
340,"AM/BV/594","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:35 AM","09/01/2023 09:35 AM","88500.00","September","PENDING"
341,"AM/BV/593","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:35 AM","09/01/2023 09:35 AM","88500.00","September","PENDING"
342,"AM/BV/592","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:35 AM","09/01/2023 09:35 AM","70800.00","September","PENDING"
343,"AM/BV/591","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:34 AM","09/01/2023 09:34 AM","88500.00","September","PENDING"
344,"AM/BV/590","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:34 AM","09/01/2023 09:34 AM","88500.00","September","PENDING"
345,"AM/BV/589","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:34 AM","09/01/2023 09:34 AM","70800.00","September","PENDING"
346,"AM/BV/588","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:33 AM","09/01/2023 09:33 AM","88500.00","September","PENDING"
347,"AM/BV/587","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:33 AM","09/01/2023 09:33 AM","88500.00","September","PENDING"
348,"AM/BV/586","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:33 AM","09/01/2023 09:33 AM","70800.00","September","PENDING"
349,"AM/BV/585","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:32 AM","09/01/2023 09:32 AM","88500.00","September","PENDING"
350,"AM/BV/584","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:32 AM","09/01/2023 09:32 AM","88500.00","September","PENDING"
351,"AM/BV/583","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:32 AM","09/01/2023 09:32 AM","70800.00","September","PENDING"
352,"AM/BV/582","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:31 AM","09/01/2023 09:31 AM","88500.00","September","PENDING"
353,"AM/BV/581","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:31 AM","09/01/2023 09:31 AM","88500.00","September","PENDING"
354,"AM/BV/580","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:31 AM","09/01/2023 09:31 AM","70800.00","September","PENDING"
355,"AM/BV/579","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","09/01/2023 09:30 AM","09/01/2023 09:30 AM","88500.00","September","PENDING"
356,"AM/BV/578","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","09/01/2023 09:30 AM","09/01/2023 09:30 AM","88500.00","September","PENDING"
357,"AM/BV/577","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","09/01/2023 09:30 AM","09/01/2023 09:30 AM","70800.00","September","PENDING"
358,"AM/BV/708","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:29 AM","08/01/2023 10:29 AM","88500.00","August","PENDING"
359,"AM/BV/707","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:29 AM","08/01/2023 10:29 AM","88500.00","August","PENDING"
360,"AM/BV/706","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:29 AM","08/01/2023 10:29 AM","70800.00","August","PENDING"
361,"AM/BV/705","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:28 AM","08/01/2023 10:28 AM","88500.00","August","PENDING"
362,"AM/BV/704","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:28 AM","08/01/2023 10:28 AM","88500.00","August","PENDING"
363,"AM/BV/703","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:28 AM","08/01/2023 10:28 AM","70800.00","August","PENDING"
364,"AM/BV/702","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:27 AM","08/01/2023 10:27 AM","88500.00","August","PENDING"
365,"AM/BV/701","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:27 AM","08/01/2023 10:27 AM","88500.00","August","PENDING"
366,"AM/BV/700","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:27 AM","08/01/2023 10:27 AM","70800.00","August","PENDING"
367,"AM/BV/699","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:26 AM","08/01/2023 10:26 AM","88500.00","August","PENDING"
368,"AM/BV/698","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:26 AM","08/01/2023 10:26 AM","88500.00","August","PENDING"
369,"AM/BV/697","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:26 AM","08/01/2023 10:26 AM","70800.00","August","PENDING"
370,"AM/BV/696","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:25 AM","08/01/2023 10:25 AM","88500.00","August","PENDING"
371,"AM/BV/695","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:25 AM","08/01/2023 10:25 AM","88500.00","August","PENDING"
372,"AM/BV/694","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:25 AM","08/01/2023 10:25 AM","70800.00","August","PENDING"
373,"AM/BV/693","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:24 AM","08/01/2023 10:24 AM","88500.00","August","PENDING"
374,"AM/BV/692","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:24 AM","08/01/2023 10:24 AM","88500.00","August","PENDING"
375,"AM/BV/691","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:24 AM","08/01/2023 10:24 AM","70800.00","August","PENDING"
376,"AM/BV/690","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:23 AM","08/01/2023 10:23 AM","88500.00","August","PENDING"
377,"AM/BV/689","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:23 AM","08/01/2023 10:23 AM","88500.00","August","PENDING"
378,"AM/BV/688","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:23 AM","08/01/2023 10:23 AM","70800.00","August","PENDING"
379,"AM/BV/687","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:22 AM","08/01/2023 10:22 AM","88500.00","August","PENDING"
380,"AM/BV/686","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:22 AM","08/01/2023 10:22 AM","88500.00","August","PENDING"
381,"AM/BV/685","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:22 AM","08/01/2023 10:22 AM","70800.00","August","PENDING"
382,"AM/BV/684","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:21 AM","08/01/2023 10:21 AM","88500.00","August","PENDING"
383,"AM/BV/683","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:21 AM","08/01/2023 10:21 AM","88500.00","August","PENDING"
384,"AM/BV/682","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:21 AM","08/01/2023 10:21 AM","70800.00","August","PENDING"
385,"AM/BV/681","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:20 AM","08/01/2023 10:20 AM","88500.00","August","PENDING"
386,"AM/BV/680","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:20 AM","08/01/2023 10:20 AM","88500.00","August","PENDING"
387,"AM/BV/679","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:20 AM","08/01/2023 10:20 AM","70800.00","August","PENDING"
388,"AM/BV/678","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:19 AM","08/01/2023 10:19 AM","88500.00","August","PENDING"
389,"AM/BV/677","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:19 AM","08/01/2023 10:19 AM","88500.00","August","PENDING"
390,"AM/BV/676","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:19 AM","08/01/2023 10:19 AM","70800.00","August","PENDING"
391,"AM/BV/675","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:18 AM","08/01/2023 10:18 AM","88500.00","August","PENDING"
392,"AM/BV/674","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:18 AM","08/01/2023 10:18 AM","88500.00","August","PENDING"
393,"AM/BV/673","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:18 AM","08/01/2023 10:18 AM","70800.00","August","PENDING"
394,"AM/BV/672","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:17 AM","08/01/2023 10:17 AM","88500.00","August","PENDING"
395,"AM/BV/671","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:17 AM","08/01/2023 10:17 AM","88500.00","August","PENDING"
396,"AM/BV/670","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:17 AM","08/01/2023 10:17 AM","70800.00","August","PENDING"
397,"AM/BV/669","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:16 AM","08/01/2023 10:16 AM","88500.00","August","PENDING"
398,"AM/BV/668","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:16 AM","08/01/2023 10:16 AM","88500.00","August","PENDING"
399,"AM/BV/667","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:16 AM","08/01/2023 10:16 AM","70800.00","August","PENDING"
400,"AM/BV/666","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:15 AM","08/01/2023 10:15 AM","88500.00","August","PENDING"
401,"AM/BV/665","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:15 AM","08/01/2023 10:15 AM","88500.00","August","PENDING"
402,"AM/BV/664","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:15 AM","08/01/2023 10:15 AM","70800.00","August","PENDING"
403,"AM/BV/663","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:14 AM","08/01/2023 10:14 AM","88500.00","August","PENDING"
404,"AM/BV/662","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:14 AM","08/01/2023 10:14 AM","88500.00","August","PENDING"
405,"AM/BV/661","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:14 AM","08/01/2023 10:14 AM","70800.00","August","PENDING"
406,"AM/BV/660","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:13 AM","08/01/2023 10:13 AM","88500.00","August","PENDING"
407,"AM/BV/659","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:13 AM","08/01/2023 10:13 AM","88500.00","August","PENDING"
408,"AM/BV/658","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:13 AM","08/01/2023 10:13 AM","70800.00","August","PENDING"
409,"AM/BV/657","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:12 AM","08/01/2023 10:12 AM","88500.00","August","PENDING"
410,"AM/BV/656","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:12 AM","08/01/2023 10:12 AM","88500.00","August","PENDING"
411,"AM/BV/655","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:12 AM","08/01/2023 10:12 AM","70800.00","August","PENDING"
412,"AM/BV/654","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:11 AM","08/01/2023 10:11 AM","88500.00","August","PENDING"
413,"AM/BV/653","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:11 AM","08/01/2023 10:11 AM","88500.00","August","PENDING"
414,"AM/BV/652","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:11 AM","08/01/2023 10:11 AM","70800.00","August","PENDING"
415,"AM/BV/651","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:10 AM","08/01/2023 10:10 AM","88500.00","August","PENDING"
416,"AM/BV/650","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:10 AM","08/01/2023 10:10 AM","88500.00","August","PENDING"
417,"AM/BV/649","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:10 AM","08/01/2023 10:10 AM","70800.00","August","PENDING"
418,"AM/BV/648","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:09 AM","08/01/2023 10:09 AM","88500.00","August","PENDING"
419,"AM/BV/647","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:09 AM","08/01/2023 10:09 AM","88500.00","August","PENDING"
420,"AM/BV/646","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:09 AM","08/01/2023 10:09 AM","70800.00","August","PENDING"
421,"AM/BV/645","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:08 AM","08/01/2023 10:08 AM","88500.00","August","PENDING"
422,"AM/BV/644","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:08 AM","08/01/2023 10:08 AM","88500.00","August","PENDING"
423,"AM/BV/643","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:08 AM","08/01/2023 10:08 AM","70800.00","August","PENDING"
424,"AM/BV/642","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:07 AM","08/01/2023 10:07 AM","88500.00","August","PENDING"
425,"AM/BV/641","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:07 AM","08/01/2023 10:07 AM","88500.00","August","PENDING"
426,"AM/BV/640","Whitefield - Trijal Motors","Trijal Motors","TVS","South","Karnataka","Bengaluru","M-03","08/01/2023 10:07 AM","08/01/2023 10:07 AM","70800.00","August","PENDING"
427,"AM/BV/639","Varaccha - Patel Mobility ","Patel Mobility LLP","TVS","West","Gujarat","Surat","M-04","08/01/2023 10:06 AM","08/01/2023 10:06 AM","88500.00","August","PENDING"
428,"AM/BV/638","Rama road - delhi TVS","Sabharwal Automobiles","TVS","North","Delhi","New Delhi","M-05","08/01/2023 10:06 AM","08/01/2023 10:06 AM","88500.00","August","PENDING"
